Time,Value,Label
-561089.64354,135,1
-561084.64351,136,1
-561078.64351,138,1
-561072.64351,140,1
-561066.64354,140,1
-561061.64351,141,1
-561056.64351,143,1
-561051.64351,143,1
-561046.64351,142,1
-561041.64351,141,1
-561036.64351,141,1
-561031.64351,141,1
-561026.64351,141,1
-561021.64354,142,1
-561016.64351,142,1
-561011.64351,144,1
-561005.64351,143,1
-561000.64354,143,1
-560995.64354,143,1
-560990.64351,142,1
-560985.64351,142,1
-560979.64351,142,1
-560973.64351,142,1
-560968.64354,142,1
-560963.64351,141,1
-560958.64354,140,1
-560953.64351,140,1
-560948.64354,140,1
-560943.64351,140,1
-560938.64351,140,1
-560933.64351,132,1
-560928.64354,134,1
-560923.64354,140,1
-560918.64351,140,1
-560913.64351,141,1
-560907.64354,142,1
-560902.64351,144,1
-560897.64354,145,1
-560892.64351,146,1
-560887.64354,146,1
-560882.64351,146,1
-560877.64351,146,1
-560872.64354,146,1
-560867.64354,146,1
-560862.64351,146,1
-560857.64354,146,1
-560852.64351,147,1
-560847.64351,149,1
-560841.64354,149,1
-560836.64351,151,1
-560831.64351,153,1
-560826.64354,154,1
-560821.64354,155,1
-560816.64351,155,1
-560810.64351,155,1
-560805.64351,154,1
-560800.64351,154,1
-560794.64351,152,1
-560789.64351,151,1
-560784.64351,152,1
-560779.64354,152,1
-560774.64351,152,1
-560768.64354,152,1
-560763.64351,152,1
-560758.64351,153,1
-560753.64351,153,1
-560748.64351,153,1
-560743.64351,152,1
-560738.64351,152,1
-560733.64351,152,1
-560728.64354,152,1
-560723.64354,152,1
-560718.64351,153,1
-560713.64351,153,1
-560707.64354,154,1
-560702.64351,154,1
-560696.64354,154,1
-560691.64351,151,1
-560686.64354,149,1
-560681.64354,149,1
-560676.64351,148,1
-560670.64351,148,1
-560664.64351,148,1
-560659.64354,149,1
-560654.64351,149,1
-560648.64351,149,1
-560643.64351,149,1
-560638.64354,149,1
-560633.64354,149,1
-560628.64351,149,1
-560623.64351,149,1
-560618.64351,149,1
-560612.64354,150,1
-560607.64354,150,1
-560602.64351,151,1
-560597.64351,150,1
-560592.64354,149,1
-560587.64351,149,1
-560582.64351,149,1
-560577.64354,149,1
-560572.64351,149,1
-560567.64351,148,1
-560561.64351,143,1
-560555.64351,138,1
-560549.64354,131,1
-560544.64351,126,1
-560538.64351,125,1
-560532.64354,126,1
-560527.64351,127,1
-560522.64351,126,1
-560516.64354,122,1
-560511.64351,121,1
-560505.64351,121,1
-560500.64351,121,1
-560495.64351,122,1
-560489.64354,121,1
-560484.64354,118,0
-560479.64351,112,0
-560470.64351,111,0
-560466.64351,111,0
-560464.64354,111,0
-560459.64351,111,0
-560454.64351,111,0
-560449.64354,113,0
-560440.64354,120,1
-560435.64354,122,1
-560434.64351,122,1
-560429.64351,126,1
-560420.64351,130,1
-560417.64351,131,1
-560411.64354,132,1
-560407.64354,132,1
-560402.64351,134,1
-560396.64354,138,1
-560391.64354,136,1
-560386.64351,134,1
-560381.64351,138,1
-560376.64351,141,1
-560371.64351,145,1
-560366.64351,145,1
-560361.64351,145,1
-560355.64351,145,1
-560350.64354,145,1
-560345.64351,145,1
-560340.64354,145,1
-560335.64351,147,1
-560330.64354,148,1
-560325.64351,147,1
-560320.64351,148,1
-560315.64354,149,1
-560310.64351,149,1
-560305.64351,149,1
-560299.64351,149,1
-560294.64354,149,1
-560289.64354,149,1
-560284.64351,149,1
-560279.64351,149,1
-560274.64351,149,1
-560268.64351,149,1
-560263.64351,149,1
-560258.64351,149,1
-560252.64351,149,1
-560247.64354,149,1
-560242.64351,149,1
-560237.64354,148,1
-560232.64351,148,1
-560226.64351,148,1
-560220.64351,147,1
-560214.64351,147,1
-560209.64354,147,1
-560204.64354,148,1
-560199.64354,149,1
-560194.64351,149,1
-560189.64354,149,1
-560184.64354,149,1
-560179.64351,149,1
-560174.64351,149,1
-560169.64351,149,1
-560164.64351,149,1
-560159.64351,148,1
-560154.64354,148,1
-560149.64351,148,1
-560143.64354,148,1
-560138.64351,148,1
-560133.64351,150,1
-560128.64351,151,1
-560123.64351,153,1
-560117.64351,154,1
-560112.64351,153,1
-560107.64351,153,1
-560102.64354,153,1
-560096.64351,154,1
-560092.64354,154,1
-560087.64351,154,1
-560081.64351,154,1
-560075.64354,154,1
-560070.64351,154,1
-560065.64351,153,1
-560060.64354,152,1
-560055.64351,151,1
-560050.64351,151,1
-560044.64351,151,1
-560039.64354,151,1
-560034.64351,144,1
-560028.64354,143,1
-560022.64354,149,1
-560018.64351,154,1
-560012.64351,155,1
-560007.64351,155,1
-559998.64354,155,1
-559997.64354,155,1
-559992.64354,155,1
-559987.64351,155,1
-559982.64351,155,1
-559977.64351,155,1
-559971.64351,152,1
-559966.64351,151,1
-559961.64351,150,1
-559956.64351,148,1
-559950.64354,147,1
-559945.64351,147,1
-559940.64351,147,1
-559934.64354,147,1
-559929.64354,147,1
-559924.64351,147,1
-559919.64351,147,1
-559914.64351,147,1
-559909.64354,147,1
-559904.64354,147,1
-559899.64351,149,1
-559894.64351,150,1
-559889.64354,150,1
-559884.64351,151,1
-559878.64351,151,1
-559873.64351,152,1
-559867.64351,152,1
-559862.64351,152,1
-559857.64351,153,1
-559852.64354,154,1
-559847.64354,155,1
-559842.64351,154,1
-559837.64354,153,1
-559828.64354,146,1
-559826.64354,145,1
-559821.64351,146,1
-559815.64351,146,1
-559806.64354,147,1
-559804.64354,147,1
-559799.64351,147,1
-559793.64351,148,1
-559788.64354,148,1
-559783.64351,148,1
-559778.64351,148,1
-559773.64354,148,1
-559768.64354,149,1
-559763.64354,149,1
-559758.64351,148,1
-559753.64351,149,1
-559747.64351,149,1
-559742.64354,149,1
-559737.64351,149,1
-559732.64354,149,1
-559727.64354,149,1
-559722.64354,150,1
-559717.64354,152,1
-559712.64351,153,1
-559707.64354,153,1
-559702.64351,153,1
-559697.64351,153,1
-559691.64354,153,1
-559686.64354,152,1
-559681.64354,151,1
-559676.64351,151,1
-559670.64351,151,1
-559665.64351,151,1
-559660.64351,151,1
-559655.64351,151,1
-559649.64351,151,1
-559644.64351,153,1
-559638.64351,153,1
-559633.64351,153,1
-559628.64351,152,1
-559622.64354,152,1
-559617.64354,151,1
-559612.64351,151,1
-559607.64351,151,1
-559602.64351,152,1
-559597.64351,153,1
-559592.64354,153,1
-559587.64354,152,1
-559582.64354,151,1
-559577.64354,151,1
-559572.64351,151,1
-559566.64351,151,1
-559561.64354,152,1
-559556.64354,153,1
-559551.64351,153,1
-559546.64351,153,1
-559540.64351,153,1
-559535.64354,153,1
-559530.64354,153,1
-559525.64354,154,1
-559520.64351,154,1
-559515.64354,154,1
-559510.64354,154,1
-559505.64351,154,1
-559499.64354,152,1
-559494.64351,152,1
-559488.64351,151,1
-559482.64351,151,1
-559477.64351,151,1
-559472.64354,153,1
-559467.64351,154,1
-559462.64351,154,1
-559457.64351,154,1
-559452.64354,154,1
-559447.64354,154,1
-559440.64351,154,1
-559437.64351,153,1
-559432.64351,153,1
-559427.64351,153,1
-559422.64351,154,1
-559417.64354,155,1
-559412.64351,154,1
-559407.64351,154,1
-559402.64354,151,1
-559393.64351,154,1
-559389.64354,154,1
-559383.64351,160,1
-559379.64354,160,1
-559377.64351,160,1
-559372.64351,160,1
-559367.64351,160,1
-559358.64351,159,1
-559355.64351,159,1
-559350.64354,159,1
-559345.64354,156,1
-559340.64351,158,1
-559331.64354,160,1
-559330.64351,160,1
-559325.64351,160,1
-559315.64351,160,1
-559309.64354,161,1
-559304.64351,162,1
-559300.64354,163,1
-559294.64351,164,1
-559290.64351,163,1
-559288.64351,163,1
-559278.64354,165,1
-559277.64354,165,1
-559272.64351,165,1
-559266.64351,165,1
-559260.64354,165,1
-559255.64351,165,1
-559250.64351,165,1
-559245.64351,165,1
-559238.64351,165,1
-559234.64351,165,1
-559229.64351,165,1
-559223.64351,165,1
-559217.64351,164,1
-559212.64354,164,1
-559207.64354,164,1
-559202.64354,164,1
-559195.64354,164,1
-559192.64354,164,1
-559187.64351,164,1
-559182.64351,164,1
-559173.64351,156,1
-559168.64351,156,1
-559163.64351,152,1
-559160.64354,152,1
-559154.64351,145,1
-559152.64351,145,1
-559143.64351,149,1
-559142.64351,149,1
-559137.64351,149,1
-559132.64354,150,1
-559127.64351,150,1
-559121.64351,149,1
-559116.64354,149,1
-559111.64351,149,1
-559106.64351,149,1
-559100.64354,149,1
-559095.64351,149,1
-559090.64354,149,1
-559085.64354,149,1
-559079.64351,150,1
-559075.64351,151,1
-559069.64354,152,1
-559064.64351,152,1
-559059.64354,152,1
-559052.64351,154,1
-559049.64351,155,1
-559040.64351,157,1
-559037.64354,158,1
-559032.64351,158,1
-559025.64354,158,1
-559020.64351,158,1
-559017.64354,158,1
-559014.64354,158,1
-559005.64351,157,1
-559002.64354,156,1
-558999.64351,154,1
-558989.64351,146,1
-558984.64351,144,1
-558979.64354,144,1
-558974.64351,145,1
-558970.64351,147,1
-558965.64354,147,1
-558963.64351,147,1
-558957.64354,149,1
-558953.64354,149,1
-558948.64351,148,1
-558943.64354,149,1
-558938.64351,147,1
-558928.64351,142,1
-558924.64351,141,1
-558920.64354,142,1
-558916.64351,142,1
-558910.64354,143,1
-558904.64351,143,1
-558900.64351,143,1
-558895.64351,143,1
-558890.64351,144,1
-558885.64354,147,1
-558880.64351,149,1
-558874.64351,150,1
-558869.64351,151,1
-558859.64351,156,1
-558857.64351,157,1
-558853.64351,157,1
-558847.64354,157,1
-558842.64351,157,1
-558837.64354,157,1
-558832.64354,157,1
-558827.64351,157,1
-558822.64351,157,1
-558817.64354,142,1
-558808.64351,156,1
-558803.64351,155,1
-558798.64351,154,1
-558795.64351,153,1
-558789.64351,151,1
-558785.64354,150,1
-558782.64351,150,1
-558774.64351,149,1
-558767.64351,149,1
-558761.64351,147,1
-558760.64354,147,1
-558755.64354,148,1
-558750.64354,148,1
-558745.64351,148,1
-558740.64351,148,1
-558735.64354,147,1
-558730.64354,147,1
-558725.64354,146,1
-558720.64351,146,1
-558715.64351,147,1
-558709.64351,147,1
-558704.64354,147,1
-558699.64354,147,1
-558694.64351,148,1
-558689.64351,148,1
-558680.64351,152,1
-558677.64351,153,1
-558673.64354,154,1
-558668.64351,155,1
-558662.64351,162,1
-558656.64354,153,1
-558652.64351,149,1
-558642.64351,146,1
-558636.64351,146,1
-558634.64351,146,1
-558626.64354,146,1
-558624.64354,146,1
-558619.64354,146,1
-558614.64351,147,1
-558609.64351,148,1
-558604.64354,149,1
-558599.64351,150,1
-558594.64351,151,1
-558588.64351,151,1
-558582.64351,151,1
-558576.64351,151,1
-558570.64351,152,1
-558564.64351,152,1
-558559.64354,153,1
-558554.64351,153,1
-558549.64351,153,1
-558544.64351,153,1
-558535.64354,154,1
-558533.64354,154,1
-558528.64351,154,1
-558523.64351,154,1
-558513.64351,155,1
-558508.64351,155,1
-558503.64354,155,1
-558502.64354,154,1
-558497.64354,154,1
-558492.64351,154,1
-558486.64351,155,1
-558477.64351,155,1
-558476.64351,155,1
-558467.64351,155,1
-558465.64351,155,1
-558457.64351,155,1
-558456.64351,155,1
-558448.64354,155,1
-558442.64351,156,1
-558441.64351,156,1
-558436.64354,157,1
-558431.64351,157,1
-558421.64351,156,1
-558416.64351,156,1
-558412.64351,157,1
-558407.64351,157,1
-558404.64351,158,1
-558395.64351,158,1
-558394.64354,158,1
-558387.64351,158,1
-558384.64351,155,1
-558374.64351,157,1
-558370.64351,158,1
-558363.64354,160,1
-558362.64351,160,1
-558356.64351,161,1
-558350.64351,161,1
-558343.64351,160,1
-558340.64354,160,1
-558335.64351,160,1
-558325.64354,164,1
-558320.64351,165,1
-558315.64351,165,1
-558314.64351,165,1
-558306.64351,164,1
-558303.64351,164,1
-558298.64351,164,1
-558293.64351,164,1
-558284.64351,163,1
-558280.64354,163,1
-558278.64354,163,1
-558273.64351,163,1
-558268.64351,163,1
-558263.64351,163,1
-558254.64351,163,1
-558250.64351,163,1
-558248.64351,163,1
-558243.64351,163,1
-558237.64354,163,1
-558232.64354,163,1
-558227.64354,159,1
-558219.64351,158,1
-558217.64354,158,1
-558212.64351,159,1
-558207.64354,159,1
-558201.64351,159,1
-558194.64351,160,1
-558190.64351,160,1
-558186.64354,160,1
-558178.64354,155,1
-558175.64351,156,1
-558138.64354,165,1
-558133.64351,164,1
-558132.64351,164,1
-558123.64354,149,1
-558121.64351,151,1
-558117.64351,152,1
-558112.64354,153,1
-558107.64351,152,1
-558092.64351,158,1
-558088.64354,142,1
-558086.64354,158,1
-558015.64513,157,1
-558010.64516,142,1
-558008.64516,142,1
-557893.56777,160,1
-557887.56774,160,1
-557886.56774,160,1
-557877.56774,160,1
-557875.56774,160,1
-557869.56774,160,1
-557864.56774,160,1
-557818.56774,153,1
-557813.56774,150,1
-557808.56777,147,1
-557803.56774,143,1
-557798.56774,140,1
-557793.56777,140,1
-557791.56774,140,1
-557786.56777,140,1
-557778.56774,130,1
-557772.56777,127,1
-557770.56777,127,1
-557765.56774,124,1
-557755.56774,120,1
-557751.56774,120,1
-557745.56777,119,0
-557744.56774,119,0
-557739.56774,118,0
-557734.56774,118,0
-557729.56774,118,0
-557720.56774,118,0
-557717.56774,118,0
-557711.56777,118,0
-557706.56774,118,0
-557701.56777,127,1
-557696.56777,128,1
-557687.56777,128,1
-557684.56774,128,1
-557680.56777,128,1
-557670.56774,116,0
-557669.56774,116,0
-557664.56777,115,0
-557659.56777,115,0
-557650.56774,112,0
-557645.56774,110,0
-557640.56774,110,0
-557635.56774,110,0
-557631.56774,110,0
-557626.56774,110,0
-557620.56777,110,0
-557617.56777,110,0
-557614.56774,110,0
-557608.56774,109,0
-557603.56774,109,0
-557598.56777,109,0
-557593.56774,109,0
-557587.56774,108,0
-557581.56777,108,0
-557576.56774,108,0
-557572.56777,108,0
-557563.56774,106,0
-557558.56774,105,0
-557553.56774,105,0
-557552.56774,105,0
-557543.56777,108,0
-557541.56777,109,0
-557536.56774,109,0
-557526.56777,107,0
-557525.56777,107,0
-557519.56774,105,0
-557515.56774,105,0
-557509.56774,106,0
-557504.56774,106,0
-557495.56774,104,0
-557494.56774,104,0
-557487.56777,104,0
-557479.56774,105,0
-557478.56774,105,0
-557472.56777,105,0
-557467.56774,105,0
-557462.56774,105,0
-557456.56774,104,0
-557452.56774,104,0
-557447.56774,104,0
-557433.56774,104,0
-557432.56777,104,0
-557423.56774,104,0
-557420.56777,104,0
-557417.56777,104,0
-557408.56777,103,0
-557402.56774,103,0
-557397.56774,100,0
-557391.56774,101,0
-557388.56777,101,0
-557385.56777,101,0
-557380.56774,101,0
-557375.56774,101,0
-557369.56774,101,0
-557363.56777,101,0
-557354.56774,104,0
-557349.56774,104,0
-557348.56777,104,0
-557343.56777,104,0
-557338.56774,104,0
-557333.56774,104,0
-557328.56774,104,0
-557318.56777,104,0
-557316.56777,104,0
-557308.56774,104,0
-557304.56774,104,0
-557301.56774,104,0
-557297.56777,104,0
-557292.56777,104,0
-557287.56774,96,0
-557277.56777,105,0
-557272.56777,106,0
-557267.56774,105,0
-557262.56777,105,0
-557260.56774,105,0
-557251.56777,109,0
-557248.56777,108,0
-557240.56777,107,0
-557228.56774,107,0
-557223.56777,107,0
-557216.56774,102,0
-557213.56774,101,0
-557210.56777,100,0
-557203.56777,100,0
-557200.56774,99,0
-557195.56774,99,0
-557180.56777,102,0
-557175.56777,103,0
-557174.56774,103,0
-557166.56774,102,0
-557164.56774,103,0
-557150.56774,104,0
-557145.56774,105,0
-557142.56774,104,0
-557136.56774,105,0
-557134.56774,105,0
-557125.56774,105,0
-557118.56777,103,0
-557116.56777,103,0
-557109.56774,100,0
-557105.56774,99,0
-557097.56774,99,0
-557096.56774,99,0
-557087.56774,99,0
-557085.56774,100,0
-557081.56774,100,0
-557075.56777,99,0
-557070.56774,98,0
-557065.56774,96,0
-557009.56777,104,0
-557004.56777,105,0
-557003.56774,105,0
-556994.56774,107,0
-556993.56774,107,0
-556988.56774,108,0
-556981.56774,109,0
-556974.56774,108,0
-556969.56774,104,0
-556965.56774,105,0
-556963.56774,106,0
-556953.56774,106,0
-556952.56774,107,0
-556944.56774,109,0
-556942.56777,108,0
-556934.56774,108,0
-556931.56774,107,0
-556923.56774,108,0
-556917.56777,108,0
-556916.56777,108,0
-556908.56777,109,0
-556906.56777,109,0
-556897.56774,108,0
-556893.56774,109,0
-556891.56774,109,0
-556886.56777,109,0
-556881.56774,109,0
-556875.56774,110,0
-556866.56774,107,0
-556863.56774,107,0
-556860.56774,106,0
-556855.56777,106,0
-556850.56777,106,0
-556845.56777,104,0
-556835.56774,104,0
-556831.56777,105,0
-556827.56774,106,0
-556824.56777,106,0
-556819.56777,107,0
-556810.56774,106,0
-556808.56774,106,0
-556804.56774,106,0
-556797.56774,99,0
-556794.56777,97,0
-556750.56774,124,1
-556749.56774,123,1
-556736.56774,122,1
-556729.56777,117,0
-556727.56777,118,0
-556720.56774,118,0
-556718.56774,118,0
-556711.56777,118,0
-556707.56774,118,0
-556698.56774,118,0
-556697.56777,117,0
-556692.56774,114,0
-556681.56774,110,0
-556676.56777,110,0
-556671.56774,109,0
-556670.56777,109,0
-556661.56774,109,0
-556657.56777,109,0
-556655.56777,109,0
-556650.56774,109,0
-556644.56774,109,0
-556635.56774,113,0
-556633.56774,113,0
-556628.56777,113,0
-556623.56774,113,0
-556613.56774,110,0
-556608.56777,108,0
-556602.56774,107,0
-556601.56774,108,0
-556592.56777,107,0
-556589.56777,109,0
-556582.56774,109,0
-556578.56777,110,0
-556575.56774,110,0
-556567.56774,107,0
-556565.56774,107,0
-556560.56774,107,0
-556554.56774,108,0
-556549.56774,108,0
-556541.56774,109,0
-556538.56774,109,0
-556531.56777,109,0
-556523.56774,102,0
-556518.56777,107,0
-556514.56777,106,0
-556511.56774,106,0
-556506.56777,106,0
-556501.56777,106,0
-556496.56777,106,0
-556489.56774,106,0
-556486.56774,106,0
-556481.56777,107,0
-556476.56774,106,0
-556471.56777,106,0
-556466.56774,106,0
-556437.56777,104,0
-556434.56774,104,0
-556431.56777,104,0
-556426.56774,104,0
-556421.56774,104,0
-556414.56774,102,0
-556410.56777,100,0
-556381.56777,95,0
-556376.56774,101,0
-556371.56777,101,0
-556366.56774,104,0
-556363.56777,105,0
-556359.56774,104,0
-556351.56774,97,0
-556349.56777,97,0
-556341.56777,100,0
-556339.56774,100,0
-556332.56777,101,0
-556328.56777,101,0
-556322.56777,102,0
-556314.56774,96,0
-556311.56774,97,0
-556302.56774,97,0
-556301.56777,97,0
-556296.56774,98,0
-556291.56777,104,0
-556285.56774,101,0
-556277.56774,105,0
-556273.56774,104,0
-556266.56774,103,0
-556264.56777,104,0
-556259.56774,103,0
-556255.56774,104,0
-556246.56774,104,0
-556244.56777,104,0
-556240.56774,104,0
-556231.56777,104,0
-556229.56774,104,0
-556221.56777,100,0
-556216.56774,97,0
-556215.56774,98,0
-556209.56774,98,0
-556204.56774,98,0
-556199.56777,98,0
-556193.56777,86,0
-556186.56774,86,0
-556175.56774,90,0
-556172.56774,95,0
-556163.56774,97,0
-556157.56774,95,0
-556156.56777,95,0
-556149.56774,97,0
-556141.56774,97,0
-556136.56774,97,0
-556131.56777,99,0
-556126.56774,101,0
-556124.56774,101,0
-556118.56774,102,0
-556113.56774,102,0
-556108.56774,102,0
-556098.56777,102,0
-556096.56774,102,0
-556087.56774,101,0
-556080.56774,103,0
-556079.56777,103,0
-556070.56774,104,0
-556068.56777,104,0
-556064.56774,104,0
-556043.56774,103,0
-556027.56777,96,0
-556024.56774,96,0
-556021.56774,96,0
-556016.56774,96,0
-556006.56774,100,0
-556002.56774,101,0
-556000.56774,101,0
-555990.56774,100,0
-555988.56774,100,0
-555984.56777,100,0
-555979.56774,100,0
-555969.56774,100,0
-555968.56777,100,0
-555961.56777,100,0
-555957.56774,100,0
-555949.56777,99,0
-555947.56774,99,0
-555942.56777,100,0
-555937.56774,99,0
-555932.56774,99,0
-555927.56774,99,0
-555710.56774,74,0
-555706.56777,73,0
-555704.56774,73,0
-555581.56777,92,0
-555575.56774,88,0
-555572.56774,87,0
-555569.56774,88,0
-555560.56774,90,0
-555558.56774,90,0
-555553.56777,88,0
-555545.56777,89,0
-555543.56777,88,0
-555502.56777,89,0
-555501.56774,89,0
-555495.56777,89,0
-555490.56774,89,0
-555483.56777,86,0
-555462.56774,82,0
-555452.56777,84,0
-555434.56774,86,0
-555429.56774,86,0
-555428.56774,86,0
-555423.56774,86,0
-555416.56777,87,0
-555409.56777,87,0
-555408.56777,87,0
-555399.56774,87,0
-555396.56777,87,0
-555393.56774,88,0
-555388.56777,88,0
-555374.56774,87,0
-555369.56777,84,0
-555367.56777,83,0
-555357.56774,82,0
-555356.56777,82,0
-555351.56774,82,0
-555346.56774,83,0
-555337.56777,84,0
-555336.56774,84,0
-555323.86461,74,0
-555318.86464,74,0
-555284.86461,69,0
-555280.86461,70,0
-555226.86461,78,0
-555223.86461,79,0
-555216.86461,77,0
-555213.86464,79,0
-555206.86464,79,0
-555204.86461,79,0
-555196.86461,78,0
-555195.86461,78,0
-555187.86461,82,0
-555184.86461,83,0
-555175.86464,83,0
-555173.86461,83,0
-555166.86461,83,0
-555163.86461,83,0
-555154.86461,82,0
-555148.86464,82,0
-555147.86461,82,0
-555142.86461,83,0
-555132.86464,83,0
-555128.86464,86,0
-555126.86464,86,0
-555118.86461,86,0
-555112.86464,78,0
-555110.86461,80,0
-555106.86464,83,0
-555101.86461,87,0
-555095.86461,85,0
-555090.86461,86,0
-555080.86464,83,0
-555079.86461,82,0
-555071.86461,80,0
-555069.86461,80,0
-555059.86461,85,0
-555054.86461,86,0
-555052.86464,86,0
-555048.86464,86,0
-555042.86461,85,0
-555038.86461,85,0
-555032.86461,83,0
-555024.86461,78,0
-555019.86464,83,0
-555013.86461,83,0
-555011.86461,83,0
-555006.86461,81,0
-555002.86461,81,0
-554996.86461,82,0
-554989.86464,84,0
-554983.86461,82,0
-554980.86461,82,0
-554969.86461,82,0
-554968.86461,81,0
-554959.86461,80,0
-554957.86461,80,0
-554950.86461,80,0
-554948.86461,80,0
-554938.86464,82,0
-554935.86464,83,0
-554932.86461,82,0
-554926.86461,81,0
-554919.86464,81,0
-554915.86464,84,0
-554911.86464,85,0
-554904.86461,85,0
-554887.16149,82,0
-554886.16149,83,0
-554862.16149,96,0
-554861.16149,96,0
-554856.16149,96,0
-554851.16152,96,0
-554844.16149,96,0
-554840.16152,95,0
-554836.16149,96,0
-554819.16152,107,0
-554791.16149,90,0
-554788.16149,90,0
-554784.16149,89,0
-554774.16149,88,0
-554770.16149,89,0
-554767.16149,90,0
-554761.16149,89,0
-554755.16152,90,0
-554746.16149,90,0
-554745.16152,90,0
-554740.16149,90,0
-554730.16152,91,0
-554724.16149,91,0
-554723.16149,91,0
-554716.16149,90,0
-554709.16149,89,0
-554703.16152,88,0
-554701.16152,88,0
-554692.16152,89,0
-554688.16149,89,0
-554682.16152,89,0
-554677.16149,90,0
-554675.16149,90,0
-554669.16149,89,0
-554665.16149,88,0
-554660.16149,86,0
-554651.16149,85,0
-554649.16149,84,0
-554644.16149,87,0
-554638.16149,82,0
-554629.16149,83,0
-554626.16152,85,0
-554623.16149,88,0
-554618.16152,90,0
-554609.16152,84,0
-554604.16152,86,0
-554602.16149,86,0
-554598.16152,86,0
-554587.94274,90,0
-554583.94277,90,0
-554580.94277,107,0
-554560.94274,103,0
-554559.94274,103,0
-554518.94274,82,0
-554517.94274,82,0
-554492.94274,85,0
-554486.94274,82,0
-554483.94274,82,0
-554480.94277,82,0
-554474.94274,80,0
-554465.9438,82,0
-554459.94383,81,0
-554458.94383,81,0
-554453.94383,81,0
-554448.94383,81,0
-554439.94383,76,0
-554437.9438,75,0
-554430.94383,79,0
-554424.9438,80,0
-554418.9438,77,0
-554413.9438,78,0
-554412.94383,78,0
-554407.9438,78,0
-554402.9438,78,0
-554394.9438,78,0
-554392.9438,78,0
-554383.94383,77,0
-554377.94383,77,0
-554375.94383,77,0
-554371.94383,77,0
-554362.9438,75,0
-554357.9438,77,0
-554356.9438,77,0
-554351.94383,77,0
-554346.94383,77,0
-554336.9438,77,0
-554335.94383,77,0
-554330.94383,82,0
-554321.9438,83,0
-554319.94383,82,0
-554310.9438,82,0
-554305.94383,80,0
-554299.9438,80,0
-554295.9438,79,0
-554289.94383,80,0
-554288.94383,80,0
-554283.9438,80,0
-554278.94383,77,0
-554273.9438,81,0
-554265.9438,78,0
-554260.94383,79,0
-554258.94383,79,0
-554253.94383,79,0
-554244.9438,79,0
-554240.9438,79,0
-554234.9438,80,0
-554232.9438,79,0
-554227.94383,78,0
-554218.9438,75,0
-554212.9438,78,0
-554210.9438,77,0
-554204.9438,78,0
-554201.9438,78,0
-554192.9438,79,0
-554188.94383,76,0
-554186.94383,77,0
-554181.9438,78,0
-554172.94383,75,0
-554167.9438,74,0
-554162.9438,73,0
-554160.94383,73,0
-554155.9438,75,0
-554146.9438,74,0
-554144.94383,74,0
-554135.9438,75,0
-554130.9438,76,0
-554127.9438,76,0
-554124.94383,76,0
-554115.9438,76,0
-554114.9438,76,0
-554105.9438,75,0
-554104.9438,76,0
-554099.9438,76,0
-554094.9438,77,0
-554088.9438,79,0
-554081.9438,80,0
-554078.9438,80,0
-554072.9438,79,0
-554064.94383,73,0
-554061.9438,74,0
-554056.9438,74,0
-554050.9438,74,0
-554043.9438,74,0
-554036.94383,73,0
-554030.9438,74,0
-554029.9438,75,0
-554023.9438,77,0
-554015.9438,77,0
-554014.9438,77,0
-554009.9438,77,0
-554000.9438,80,0
-553994.9438,81,0
-553990.94383,78,0
-553988.9438,79,0
-553978.9438,84,0
-553977.94383,84,0
-553972.9438,84,0
-553944.94383,82,0
-553940.9438,72,0
-553926.9438,81,0
-553924.9438,81,0
-553919.94383,81,0
-553914.9438,80,0
-553909.94383,73,0
-553901.94383,72,0
-553899.9438,72,0
-553893.9438,72,0
-553884.9438,73,0
-553879.9438,72,0
-553875.94383,72,0
-553873.94383,72,0
-553868.9438,72,0
-553860.94383,75,0
-553858.9438,73,0
-553848.9438,64,0
-553843.9438,64,0
-553842.9438,64,0
-553836.9438,65,0
-553825.9438,71,0
-553823.94383,71,0
-553819.9438,71,0
-553813.9438,71,0
-553803.9438,76,0
-553798.9438,75,0
-553793.9438,74,0
-553788.9438,76,0
-553787.9438,76,0
-553782.9438,75,0
-553776.94383,76,0
-553771.9438,76,0
-553762.9438,70,0
-553757.9438,71,0
-553756.9438,72,0
-553751.94383,69,0
-553742.9438,75,0
-553737.9438,73,0
-553732.9438,73,0
-553731.9438,73,0
-553726.9438,73,0
-553717.9438,74,0
-553713.9438,75,0
-553711.9438,74,0
-553706.94383,75,0
-553698.9438,75,0
-553696.94383,75,0
-553691.9438,76,0
-553686.9438,75,0
-553677.9438,75,0
-553675.9438,76,0
-553671.9438,76,0
-553662.9438,75,0
-553661.9438,75,0
-553655.94383,76,0
-553650.94383,76,0
-553645.9438,77,0
-553639.9438,79,0
-553635.9438,77,0
-553624.9438,84,0
-553623.94383,84,0
-553613.9438,92,0
-553608.94383,91,0
-553607.9438,91,0
-553601.9438,92,0
-553596.9438,93,0
-553590.9438,93,0
-553357.9438,77,0
-553298.9438,76,0
-553294.94383,77,0
-553287.94383,77,0
-553285.94383,77,0
-553281.94383,78,0
-553276.9438,83,0
-553269.94383,84,0
-553258.9438,81,0
-553256.9438,80,0
-553247.9438,82,0
-553245.94383,82,0
-553236.9438,83,0
-553235.9438,83,0
-553230.9438,83,0
-553215.9438,84,0
-553214.9438,85,0
-553147.94383,91,0
-553142.9438,90,0
-553137.94383,90,0
-553134.9438,90,0
-553129.94383,90,0
-553113.9438,88,0
-553085.9438,88,0
-553084.9438,88,0
-553070.9438,86,0
