Time,Value,Label
-273386.78344,99,0
-273381.78347,100,0
-273376.78347,100,0
-273369.78344,99,0
-273340.04907,117,0
-273337.0491,116,0
-273317.04907,106,0
-273299.0491,119,0
-272692.54556,90,0
-272607.45922,95,0
-272476.72131,87,0
-272263.22131,84,0
-271915.34634,87,0
-271665.84634,83,0
-271195.9701,71,0
-271049.97013,80,0
-270878.4701,65,0
-270589.0951,70,0
-270259.5951,78,0
-269784.2201,76,0
-269444.34513,87,0
-269270.8451,78,0
-269070.8451,84,0
-268192.59736,77,0
-268080.09736,74,0
-267879.59739,72,0
-267112.72524,71,0
-266974.22527,83,0
-266665.22527,71,0
-266353.14711,77,0
-265963.77214,68,0
-265749.77211,74,0
-265193.89714,69,0
-265101.39711,68,0
-264311.02214,69,0
-264208.52211,69,0
-263738.1475,73,0
-263429.77253,74,0
-263102.77253,71,0
-263007.27253,72,0
-262666.3975,72,0
-262437.3975,72,0
-262153.02253,73,0
-261746.1475,70,0
-261524.14753,70,0
-261267.1475,72,0
-228193.65843,98,0
-228147.84627,88,0
-227751.75606,86,0
-227564.72874,92,0
-227182.7014,86,0
-226614.06347,61,0
-226461.56347,60,0
-226058.52443,53,0
-225786.52443,72,0
-225435.1494,63,0
-225154.1494,64,0
-224717.15161,85,0
-224408.77664,72,0
-224102.03332,94,0
-223915.11611,99,0
-223502.17895,75,0
-223293.62429,82,0
-223102.62426,82,0
-222772.12429,84,0
-222350.24926,90,0
-222042.37426,92,0
-221431.64221,72,0
-221283.14471,69,0
-221028.26971,68,0
-220512.11349,67,0
-220267.11577,61,0
-220122.24333,70,0
-219665.7433,62,0
-219350.36833,65,0
-219190.3683,63,0
-218778.9933,66,0
-218495.4933,71,0
-218317.61833,66,0
-217880.12116,62,0
-217567.24985,63,0
-217346.74985,69,0
-217023.87485,59,0
-216620.37485,61,0
-216551.49988,65,0
-216062.49985,67,0
-215915.99988,68,0
-215593.99985,61,0
-215339.49985,62,0
-214979.49985,61,0
-214716.12485,62,0
-214369.12485,58,0
-213971.74375,54,0
-213726.74372,57,0
-213465.36875,55,0
-213135.36872,52,0
-212877.49372,54,0
-212392.99372,55,0
-212297.61875,55,0
-212002.61872,58,0
-211652.24372,54,0
-211337.74372,58,0
-210959.86872,52,0
-210650.86597,61,0
-210509.00269,62,0
-210254.50266,55,0
-209933.79957,62,0
-209592.79954,60,0
-209162.92677,62,0
-209041.42677,57,0
-208435.05177,72,0
-207687.09865,72,0
-207395.72368,66,0
-207184.72365,76,0
-206803.22365,56,0
-206483.73927,54,0
-206138.23927,58,0
-205815.86894,53,0
-205528.86897,54,0
-205325.86894,54,0
-205069.49394,54,0
-204774.49397,57,0
-204443.11897,54,0
-204225.61894,57,0
-203819.74394,56,0
-203457.36894,52,0
-203113.86894,78,0
-202818.99397,51,0
-202714.49394,65,0
-201932.4918,55,0
-201847.49177,53,0
-201323.1168,63,0
-201130.61677,55,0
-200794.74177,52,0
-200559.74177,50,0
-200453.78277,66,0
-200448.7828,52,0
-200447.78277,52,0
-200363.04094,65,0
-200054.54094,65,0
-198939.16204,83,0
-198111.28707,72,0
-197734.91204,74,0
-197408.41204,62,0
-197259.91204,84,0
-196917.03707,90,0
-196723.53864,86,0
-196269.66367,106,0
-196168.66367,65,0
-195641.7652,57,0
-195521.7652,58,0
-195142.8902,56,0
-194899.3902,54,0
-194577.5152,53,0
-194262.0152,63,0
-193975.51523,54,0
-193564.51523,51,0
-193458.1402,52,0
-193176.1412,54,0
-192880.26623,78,0
-192374.7662,58,0
-192256.89123,70,0
-191757.39123,59,0
-191519.3912,50,0
-191139.8912,51,0
-191067.5162,56,0
-190449.51623,67,0
-190055.02072,71,0
-189627.52072,60,0
-189574.63364,59,0
-189569.63361,56,0
-189564.63361,55,0
-189559.63361,54,0
-189557.63361,54,0
-189552.63361,52,0
-189547.63361,54,0
-189537.63361,53,0
-189531.63364,54,0
-189306.50897,53,0
-189168.509,52,0
-188875.134,55,0
-188634.13397,61,0
-188008.75897,60,0
-187693.88397,76,0
-187325.88397,69,0
-187103.00897,78,0
-186064.6317,79,0
-185283.7567,63,0
-184190.7567,59,0
-183878.88622,65,0
-183516.51122,70,0
-183018.01125,72,0
-182852.63625,68,0
-182468.13622,60,0
-182171.26122,66,0
-182014.76122,62,0
-181528.88622,63,0
-181391.34325,61,0
-181065.34325,62,0
-180809.96825,63,0
-180568.96828,61,0
-180221.59261,61,0
-179763.30358,57,0
-179636.80355,58,0
-179116.80355,57,0
-178945.80355,58,0
-178625.42855,58,0
-178260.42858,59,0
-178190.42855,60,0
-177791.05358,60,0
-177534.05576,58,0
-177217.68079,56,0
-176846.30576,55,0
-175821.43076,59,0
-175691.55576,70,0
-175429.05579,59,0
-132595.49265,77,0
-132449.99262,76,0
-132021.11762,71,0
-131910.61762,61,0
-131614.9614,57,0
-131217.5864,73,0
-131073.58637,69,0
-130746.08637,74,0
-130336.21137,68,0
-130011.8364,62,0
-129880.8364,65,0
-129309.46221,67,0
-129237.96221,63,0
-128964.46221,59,0
-128573.08721,68,0
-128248.08721,65,0
-127916.58721,64,0
-127782.08724,65,0
-126961.33945,51,0
-126936.60083,72,0
-126930.6008,50,0
-126925.6008,50,0
-126919.6008,50,0
-126914.6008,50,0
-126908.6008,51,0
-126903.6008,51,0
-126898.6008,52,0
-126897.6008,52,0
-126629.57773,65,0
-126378.07776,69,0
-126234.20273,63,0
-125796.70273,57,0
-125643.82776,60,0
-125381.82773,73,0
-125003.95273,69,0
-124568.95273,65,0
-124483.57773,78,0
-124024.07776,69,0
-123768.70204,63,0
-123545.00673,55,0
-123260.00884,53,0
-122763.2315,45,0
-122587.7315,51,0
-122366.2315,58,0
-120895.4815,73,0
-120753.4815,70,0
-120545.4815,66,0
-119846.97759,71,0
-119392.47949,54,0
-119312.97946,63,0
-118792.60708,65,0
-117958.00158,73,0
-117670.12658,63,0
-117540.62658,65,0
-117094.03283,59,0
-116984.03283,63,0
-116550.65783,61,0
-116387.65783,69,0
-116053.09109,86,0
-115899.1383,84,0
-115663.6383,79,0
-115361.26207,68,0
-115032.7621,77,0
-112194.60872,127,1
-111979.17162,93,0
-111784.17451,84,0
-111418.29951,82,0
-110369.29561,70,0
-109798.29564,73,0
-109520.79561,63,0
-109369.29561,68,0
-108997.92061,76,0
-108633.33076,57,0
-108454.33076,59,0
-108126.45552,59,0
-107738.92427,57,0
-107660.92427,62,0
-107362.3341,84,0
-107148.39696,55,0
-107020.39693,54,0
-106786.39693,53,0
-106215.02196,52,0
-106088.64693,52,0
-105733.64693,52,0
-105507.27193,52,0
-105248.27412,56,0
-104880.89915,52,0
-104415.39915,53,0
-104291.52412,51,0
-104021.52415,49,0
-103341.62178,59,0
-102906.74678,73,0
-102688.24681,64,0
-102462.74678,86,0
-102158.37178,56,0
-101952.87181,64,0
-101438.49607,55,0
-101156.62103,74,0
-101040.62103,67,0
-100552.24603,83,0
-100446.24603,77,0
-100127.74603,82,0
-99832.8710699,62,0
-99487.3710301,65,0
-99148.4960699,63,0
-98845.49826,77,0
-98690.62326,83,0
-98110.2482901,73,0
-97557.87326,77,0
-97302.87326,69,0
-96998.37326,71,0
-96864.4982901,69,0
-96502.0000601,62,0
-96088.6250899,70,0
-95802.6250601,82,0
-95583.2500899,72,0
-94495.0000601,68,0
-94212.0000601,72,0
-94069.5000601,73,0
-93792.93365,67,0
-93315.55865,68,0
-93252.55865,68,0
-92802.5581501,68,0
-92596.6831501,70,0
-92352.6831801,68,0
-92039.3081801,69,0
-91787.8081501,66,0
-90771.908,60,0
-90563.033,72,0
-90278.03297,76,0
-89777.15797,63,0
-89557.158,76,0
-89255.78297,65,0
-88884.283,74,0
-88503.78297,72,0
-88385.28297,70,0
-88074.408,68,0
-87822.40819,70,0
-87360.5332201,63,0
-87179.5332201,64,0
-86780.65819,70,0
-86582.15819,73,0
-86110.28319,77,0
-85976.28319,84,0
-85694.90819,79,0
-85313.03319,73,0
-85105.50647,81,0
-84679.50616,65,0
-84480.1311901,72,0
-84186.13116,69,0
-83823.6659501,71,0
-83767.2132199,71,0
-83393.2131901,67,0
-83109.8381901,52,0
-83019.3382199,64,0
-82601.4632199,69,0
-82402.4631901,68,0
-82146.4632199,73,0
-81733.5881901,61,0
-81342.2116799,62,0
-81242.21171,70,0
-80766.8366799,66,0
-80436.8366799,72,0
-80123.4616799,64,0
-80009.9616799,70,0
-79467.58883,78,0
-78619.7159801,59,0
-78292.34095,50,0
-78224.34095,65,0
-41103.56424,65,0
-41037.56424,57,0
-40562.69115,78,0
-40479.6911199,85,0
-40191.3161199,53,0
-39592.9411199,73,0
-39517.4411199,59,0
-38998.3747201,69,0
-38769.4997499,70,0
-38413.4567499,73,0
-38149.45678,67,0
-37961.4567499,70,0
-37587.0817499,71,0
-37239.00753,70,0
-36921.00753,64,0
-36803.0074999,71,0
-36460.01278,56,0
-36183.45418,60,0
-35921.45418,56,0
-35845.94139,60,0
-35840.94136,59,0
-35559.50109,59,0
-35326.50106,64,0
-34935.62606,67,0
-34534.25109,56,0
-34406.75106,62,0
-34086.75106,75,0
-33665.75106,54,0
-33516.25106,54,0
-33111.75318,59,0
-32784.37818,61,0
-32639.37818,72,0
-32346.87818,67,0
-32013.50318,66,0
-31628.12818,57,0
-31367.12818,57,0
-31038.7532101,60,0
-30724.2532101,56,0
-30369.87818,55,0
-30124.37818,55,0
-29773.0022199,55,0
-29647.5021901,61,0
-28314.59589,52,0
-28183.09589,53,0
-27883.0959201,59,0
-26762.3459201,59,0
-26523.47089,73,0
-26181.9709201,61,0
-25509.9904201,80,0
-25436.9904201,71,0
-24968.3615401,70,0
-3072.82581997,53,0
-2857.32581997,52,0
-2658.28342009,53,0
-2223.28342009,56,0
-1897.40842009,52,0
-1745.52133012,50,0
-1740.52133012,49,0
-1735.52133012,49,0
-1731.52133012,49,0
-1729.52135992,49,0
-1720.52133012,49,0
-1716.52133012,49,0
-1711.52133012,49,0
-1709.52133012,49,0
-1693.67368007,49,0
-1692.67368007,49,0
-1687.67368007,49,0
-1678.67368007,50,0
-1672.67368007,50,0
-1671.67368007,50,0
-1666.67368007,50,0
-1660.67368007,50,0
-1654.67371011,50,0
-1646.67368007,50,0
-1643.67371011,50,0
-1637.67368007,51,0
-1635.67371011,52,0
-1626.67368007,51,0
-1620.67368007,52,0
-1618.67368007,52,0
-1614.67368007,53,0
-1605.67368007,54,0
-1600.67368007,54,0
-1595.67368007,54,0
-1590.67368007,53,0
-1585.67368007,53,0
-1581.67368007,53,0
-1578.67368007,53,0
-1573.67368007,53,0
-1568.67368007,53,0
-1563.67368007,53,0
-1554.67368007,52,0
-1549.67371011,50,0
-1543.67368007,49,0
-1538.67368007,49,0
-1533.67368007,49,0
-1531.67368007,50,0
-1522.67368007,53,0
-1519.67368007,53,0
-1516.67368007,52,0
-1508.67368007,52,0
-1506.67368007,53,0
-1501.67371011,54,0
-1492.67371011,59,0
-1490.67368007,59,0
-1481.67368007,54,0
-1480.67368007,55,0
-1475.67371011,59,0
-1469.67368007,59,0
-1463.67368007,62,0
-1460.67371011,62,0
-1453.67368007,58,0
-1445.67368007,50,0
-1439.67371011,49,0
-1437.67371011,49,0
-1430.67371011,49,0
-1428.67368007,50,0
-1423.67371011,50,0
-1417.67368007,55,0
-1409.67368007,50,0
-1404.67368007,51,0
-1400.67368007,51,0
-1395.67368007,51,0
-1392.67368007,51,0
-1387.67368007,50,0
-1382.67368007,51,0
-1373.67368007,50,0
-1369.67371011,50,0
-1367.67368007,50,0
-1358.67368007,52,0
-1353.67368007,54,0
-1349.67368007,53,0
-1346.67368007,53,0
-1342.67371011,53,0
-1337.67368007,53,0
-1331.67371011,53,0
-1325.67371011,58,0
-1321.67371011,58,0
-1316.67371011,59,0
-1309.67368007,59,0
-1305.67368007,60,0
-1299.67368007,59,0
-1290.67368007,53,0
-1285.67371011,50,0
-1280.67371011,50,0
-1274.67371011,49,0
-1271.67371011,50,0
-1265.67371011,50,0
-1263.67368007,50,0
-1254.67368007,50,0
-1252.67368007,51,0
-1243.67371011,50,0
-1241.67368007,50,0
-1235.67371011,51,0
-1230.67371011,51,0
-1225.67368007,52,0
-1215.67368007,65,0
-1214.67368007,66,0
-1204.67368007,59,0
-1202.67371011,58,0
-1198.67371011,55,0
-1193.67371011,59,0
-1184.67368007,60,0
-1179.67368007,59,0
-1176.67371011,58,0
-1169.67368007,53,0
-1164.67368007,57,0
-1159.67368007,56,0
-1157.67371011,56,0
-1153.67368007,57,0
-1147.67368007,58,0
-1137.67371011,57,0
-1131.67368007,57,0
-1126.67368007,57,0
-1125.67368007,57,0
-1118.67368007,57,0
-1115.67368007,57,0
-1109.67368007,61,0
-1100.67368007,65,0
-1096.67368007,66,0
-1094.67368007,66,0
-1085.67368007,60,0
-1084.67368007,60,0
-1074.67368007,58,0
-1071.67368007,59,0
-1067.67368007,58,0
-1061.67368007,58,0
-1054.67368007,58,0
-1049.67371011,58,0
-1042.67368007,58,0
-1037.67368007,59,0
-1033.67368007,59,0
-1030.67371011,65,0
-1023.67368007,59,0
-1016.67368007,59,0
-1015.67368007,65,0
-1010.67368007,66,0
-1001.67371011,56,0
-996.673680067,53,0
-991.673680067,50,0
-986.673710108,50,0
-980.673680067,50,0
-975.673680067,50,0
-970.673680067,50,0
-966.673680067,50,0
-964.673710108,50,0
-959.673680067,50,0
-954.673710108,50,0
-947.673680067,57,0
-944.673680067,59,0
-935.673710108,51,0
-934.673680067,52,0
-924.673680067,60,0
-922.673680067,59,0
-918.673680067,59,0
-912.673680067,71,0
-902.673710108,53,0
-901.673680067,53,0
-896.673680067,53,0
-887.673680067,53,0
-886.673710108,53,0
-877.673680067,54,0
-874.673680067,53,0
-867.673680067,50,0
-862.673680067,52,0
-856.673680067,50,0
-851.673710108,50,0
-850.673680067,50,0
-845.673680067,50,0
-839.673680067,52,0
-830.673680067,59,0
-828.673680067,59,0
-823.673710108,59,0
-816.673680067,61,0
-809.673680067,52,0
-804.673680067,52,0
-799.673680067,57,0
-794.673680067,59,0
-793.673680067,59,0
-787.673710108,58,0
-777.673680067,59,0
-776.673710108,59,0
-766.673680067,66,0
-765.673680067,66,0
-756.673680067,58,0
-755.673710108,58,0
-749.673680067,57,0
-740.673710108,50,0
-735.673680067,50,0
-734.673680067,50,0
-728.673710108,50,0
-723.673680067,50,0
-702.673710108,95,0
-697.673680067,96,0
-696.673680067,96,0
-691.673680067,102,0
-671.673680067,62,0
-670.673680067,61,0
-662.673680067,62,0
-648.673710108,62,0
-643.673680067,63,0
-587.673680067,63,0
-582.673680067,64,0
-580.673680067,65,0
-572.673680067,64,0
-571.673680067,64,0
-566.673710108,65,0
-557.673710108,66,0
-552.673680067,67,0
-551.673680067,67,0
-542.673680067,65,0
-541.673680067,65,0
-532.673680067,65,0
-527.673680067,67,0
-521.673680067,67,0
-520.673680067,66,0
-512.673680067,66,0
-506.673710108,66,0
-504.673710108,66,0
-499.673680067,65,0
-490.673680067,66,0
-486.673680067,65,0
-479.673680067,68,0
-478.673680067,68,0
-472.673680067,70,0
-463.673710108,68,0
-461.673710108,70,0
-455.673680067,72,0
-451.673680067,73,0
-441.673710108,74,0
-437.673710108,74,0
-429.673710108,74,0
-428.673680067,74,0
-423.673710108,75,0
-418.673680067,74,0
-412.673680067,74,0
-404.673680067,67,0
-400.673680067,67,0
-393.673680067,67,0
-392.673680067,67,0
-385.673680067,74,0
-379.673680067,66,0
-372.673680067,73,0
-367.673680067,73,0
-364.673680067,69,0
-361.673710108,69,0
-353.673680067,68,0
-351.673680067,68,0
-345.673680067,67,0
-341.673680067,68,0
-332.673680067,69,0
-330.673710108,69,0
-324.673680067,63,0
-316.673710108,70,0
-311.673680067,69,0
-308.673680067,69,0
-305.673680067,68,0
-296.673680067,68,0
-295.673680067,68,0
-289.673680067,68,0
-284.673680067,68,0
-276.673710108,66,0
-270.673680067,68,0
-267.673680067,67,0
-263.673680067,67,0
-256.673680067,68,0
-253.673680067,68,0
-244.673680067,68,0
-242.673680067,68,0
-235.673710108,71,0
-227.673710108,71,0
-226.673680067,71,0
-218.673710108,72,0
-211.673680067,75,0
-206.673680067,75,0
-200.673710108,75,0
-196.673680067,75,0
-192.673680067,70,0
-185.673680067,64,0
-183.673710108,63,0
-177.673710108,68,0
-174.673680067,68,0
-160.673680067,49,0
-155.673680067,49,0
-151.673680067,50,0
-145.673680067,50,0
-141.673680067,50,0
-138.673680067,49,0
-134.673710108,49,0
-125.673680067,49,0
-120.673710108,49,0
-115.673680067,49,0
-113.673710108,49,0
-108.673680067,49,0
-101.673680067,50,0
-98.6736800671,50,0
-89.6736800671,50,0
-85.6737101078,50,0
-79.6736800671,50,0
-78.6736800671,50,0
-69.6737101078,50,0
-67.6736800671,50,0
-58.6737101078,49,0
-54.6737101078,49,0
-48.6737101078,49,0
-43.6736800671,50,0
-41.6737101078,50,0
-36.6736800671,50,0
-30.6736800671,49,0
-21.6736800671,50,0
-20.6737101078,50,0
-15.6736800671,50,0
-9.67368006706,49,0
-4.67368006706,50,0
4.3262898922,50,0
8.3262898922,52,0
14.3263199329,52,0
20.3263199329,50,0
24.3263199329,50,0
26.3263199329,50,0
31.3263199329,49,0
40.3263199329,49,0
44.3262898922,49,0
50.3263199329,49,0
52.3263199329,49,0
56.3262898922,49,0
61.3262898922,54,0
66.3263199329,59,0
72.3262898922,65,0
82.3263199329,48,0
87.3263199329,48,0
88.3262898922,48,0
96.3263199329,48,0
102.326319933,48,0
107.326319933,47,0
108.326319933,47,0
114.326319933,47,0
121.326319933,47,0
129.326319933,59,0
133.326289892,59,0
139.326319933,59,0
141.326319933,59,0
147.326319933,59,0
154.326319933,56,0
157.326319933,55,0
162.326289892,50,0
165.326319933,49,0
174.326319933,49,0
179.326319933,50,0
182.326289892,51,0
187.326289892,51,0
190.326319933,51,0
195.326319933,51,0
202.326319933,51,0
208.326319933,51,0
211.326319933,51,0
221.326319933,52,0
224.326319933,52,0
232.326319933,52,0
237.326319933,51,0
239.326319933,51,0
246.326319933,50,0
251.326319933,49,0
254.326289892,48,0
258.326319933,48,0
265.326289892,49,0
268.326319933,49,0
276.326319933,49,0
279.326289892,49,0
288.326319933,49,0
289.326319933,49,0
295.326289892,50,0
304.326289892,50,0
305.326319933,50,0
312.326319933,50,0
316.326289892,50,0
325.326319933,50,0
329.326319933,50,0
331.326289892,50,0
336.326319933,50,0
342.326289892,50,0
346.326319933,50,0
355.326289892,50,0
356.326319933,50,0
362.326319933,50,0
372.326319933,49,0
375.326319933,48,0
380.326319933,49,0
384.326289892,49,0
392.326319933,50,0
398.326319933,52,0
399.326319933,52,0
404.326319933,51,0
409.326319933,51,0
418.326319933,47,0
423.326319933,50,0
424.326289892,50,0
429.326319933,50,0
434.326319933,52,0
439.326319933,52,0
444.326289892,52,0
449.326289892,52,0
458.326319933,51,0
460.326289892,51,0
468.326319933,51,0
470.326289892,53,0
479.326319933,53,0
481.326289892,53,0
489.326289892,53,0
496.326319933,53,0
502.326319933,55,0
504.326319933,56,0
509.326289892,54,0
519.326319933,53,0
520.326289892,53,0
527.326319933,53,0
530.326319933,53,0
540.326319933,53,0
545.326319933,53,0
548.326319933,53,0
554.326319933,52,0
556.326319933,51,0
562.326319933,50,0
570.326319933,50,0
572.326289892,50,0
581.326319933,50,0
582.326289892,50,0
591.326319933,50,0
592.326289892,50,0
597.326319933,50,0
605.326319933,49,0
610.326289892,50,0
612.326289892,50,0
617.326319933,50,0
623.326289892,50,0
632.326289892,57,0
634.326319933,57,0
644.326319933,57,0
649.326319933,55,0
654.326319933,54,0
655.326319933,54,0
664.326289892,55,0
665.326289892,55,0
670.326289892,54,0
675.326319933,54,0
685.326289892,52,0
689.326319933,54,0
691.326289892,54,0
696.326319933,54,0
703.326319933,53,0
707.326319933,54,0
716.326289892,52,0
721.326319933,52,0
724.326319933,52,0
729.326319933,52,0
737.326289892,51,0
739.326319933,51,0
745.326289892,51,0
750.326289892,51,0
755.326289892,52,0
760.326289892,52,0
766.326289892,53,0
771.326289892,55,0
781.326319933,81,0
786.326319933,80,0
787.326319933,80,0
792.326289892,81,0
799.326319933,83,0
803.326319933,84,0
812.326289892,90,0
813.326289892,90,0
818.325220108,89,0
823.32524991,89,0
828.325220108,89,0
837.32524991,88,0
839.32524991,89,0
848.32524991,90,0
849.32524991,90,0
854.325220108,91,0
859.32524991,92,0
864.32524991,94,0
883.32524991,50,0
888.32524991,50,0
893.32524991,50,0
894.32524991,50,0
901.325220108,50,0
905.325220108,50,0
914.325220108,50,0
919.32524991,52,0
925.32524991,53,0
929.32524991,53,0
934.32524991,53,0
936.32524991,53,0
945.32524991,52,0
946.32524991,52,0
954.325220108,51,0
958.32524991,50,0
962.32524991,50,0
969.32524991,50,0
972.32524991,50,0
977.325220108,50,0
982.32524991,50,0
991.32524991,50,0
992.32524991,50,0
1001.32524991,49,0
1002.32522011,48,0
1011.32522011,47,0
1016.32522011,47,0
1017.32522011,48,0
1022.32524991,48,0
1027.32522011,48,0
1034.32524991,48,0
1039.32524991,48,0
1046.32524991,48,0
1048.32524991,48,0
1056.32522011,48,0
1061.32524991,48,0
1067.32524991,49,0
1070.32522011,49,0
1073.32522011,49,0
1082.32524991,49,0
1083.32524991,49,0
1091.32524991,49,0
1095.32522011,49,0
1101.32522011,49,0
1108.32524991,49,0
1109.32524991,49,0
1119.32524991,49,0
1124.32524991,49,0
1125.32524991,49,0
1134.32524991,49,0
1135.32524991,49,0
1143.32524991,50,0
1146.32522011,50,0
1156.32524991,50,0
1161.32524991,50,0
1162.32524991,50,0
1169.32524991,50,0
1176.32524991,50,0
1177.32524991,50,0
1187.32522011,50,0
1189.32522011,50,0
1196.32524991,48,0
1199.32524991,47,0
1208.32524991,48,0
1210.32522011,48,0
1219.32524991,50,0
1223.32524991,50,0
1225.32524991,50,0
1231.32524991,50,0
1238.32524991,50,0
1241.32522011,50,0
1247.32522011,49,0
1251.32524991,49,0
1257.32524991,49,0
1261.32524991,49,0
1269.32522011,49,0
1274.32522011,50,0
1278.32524991,50,0
1285.32524991,50,0
1289.32522011,50,0
1295.32522011,50,0
1299.32524991,50,0
1305.32522011,49,0
1313.32522011,48,0
1320.32524991,49,0
1321.32524991,49,0
1331.32524991,49,0
1332.32522011,49,0
1337.32524991,48,0
1342.32524991,48,0
1347.32522011,48,0
1355.32522011,48,0
1360.32522011,48,0
1367.32524991,50,0
1368.32524991,50,0
1376.32524991,50,0
1378.32524991,50,0
1384.32524991,49,0
1390.32524991,49,0
1399.32524991,49,0
1400.32524991,49,0
1406.32524991,49,0
1413.32524991,50,0
1416.32524991,50,0
1421.32522011,50,0
1429.32524991,49,0
1431.32524991,50,0
1437.32524991,49,0
1442.32524991,49,0
1451.32522011,49,0
1456.32524991,50,0
1457.32524991,50,0
1464.32524991,49,0
1472.32524991,49,0
1473.32524991,49,0
1478.32522011,48,0
1484.32522011,49,0
1488.32524991,49,0
1494.32522011,49,0
1503.32524991,49,0
1505.32522011,48,0
1510.32522011,47,0
1517.32524991,48,0
1520.32524991,48,0
1528.32522011,50,0
1530.32524991,50,0
1535.32524991,49,0
1541.32522011,48,0
1550.32524991,49,0
1554.32524991,50,0
1556.32524991,50,0
1561.32524991,49,0
1567.32524991,49,0
1572.32522011,49,0
1578.32524991,49,0
1584.32524991,49,0
1588.32522011,49,0
1596.32524991,49,0
1602.32524991,49,0
1605.32524991,49,0
1609.32522011,49,0
1614.32524991,49,0
1622.32524991,49,0
1625.32524991,49,0
1632.32522011,46,0
1635.32524991,47,0
1641.32522011,47,0
1646.32524991,48,0
1652.32524991,48,0
1661.32524991,48,0
1666.32522011,48,0
1667.32522011,48,0
1672.32524991,48,0
1678.32524991,48,0
1683.32522011,48,0
1690.32524991,48,0
1693.32524991,49,0
1703.32524991,49,0
1705.32522011,49,0
1710.32522011,49,0
1715.32524991,49,0
1721.32524991,49,0
1732.32524991,48,0
1734.32524991,49,0
1738.32522011,49,0
1743.32524991,49,0
1749.32524991,49,0
1758.32524991,49,0
1760.32524991,49,0
1765.32524991,48,0
1775.32524991,48,0
1778.32524991,48,0
1785.32524991,48,0
1790.32524991,49,0
1791.32522011,50,0
1796.32524991,49,0
1802.32522011,49,0
1810.32524991,49,0
1812.32524991,49,0
1817.32524991,49,0
1822.32524991,49,0
1832.32524991,49,0
1837.32524991,49,0
1843.32524991,49,0
1848.32524991,49,0
1854.32524991,49,0
1855.32522011,49,0
1860.32524991,49,0
1865.32522011,49,0
1875.32524991,49,0
1879.32524991,49,0
1885.32522011,50,0
1887.32522011,50,0
1897.32522011,50,0
1898.32524991,50,0
1903.32522011,50,0
1908.32524991,50,0
1918.32524991,50,0
1924.32522011,50,0
1925.32522011,50,0
1930.32524991,49,0
1935.32524991,50,0
1941.32524991,50,0
1945.32522011,49,0
1954.32524991,49,0
1957.32524991,49,0
1964.32524991,49,0
1965.32524991,49,0
1970.32522011,49,0
1977.32524991,49,0
1984.32524991,49,0
1986.32522011,49,0
1992.32522011,49,0
1999.32524991,49,0
2004.32524991,49,0
2009.32524991,49,0
2012.32522011,49,0
2015.32524991,49,0
2020.32522011,49,0
2029.32524991,49,0
2033.32522011,49,0
2037.32524991,49,0
2045.32522011,50,0
2046.32522011,50,0
2051.32524991,50,0
2058.32522011,50,0
2065.32524991,49,0
2069.32524991,47,0
2072.32524991,48,0
2077.32524991,49,0
2086.32524991,49,0
2087.32522011,49,0
2092.32524991,49,0
2097.32522011,49,0
2102.32524991,49,0
2111.32524991,48,0
2112.32524991,48,0
2121.32524991,49,0
2122.32524991,49,0
2127.32522011,49,0
2135.32524991,49,0
2137.32524991,49,0
2143.32522011,49,0
2148.32524991,49,0
2152.32524991,49,0
2157.32524991,49,0
2166.32524991,49,0
2169.32524991,49,0
2175.32522011,49,0
2184.32522011,49,0
2186.32524991,49,0
2196.32524991,49,0
2197.32524991,49,0
2208.32524991,49,0
2209.32524991,49,0
2220.32522011,49,0
2225.32522011,49,0
2226.32522011,49,0
2235.32524991,49,0
2239.32522011,49,0
2241.32524991,49,0
2250.32524991,49,0
2253.32524991,49,0
2257.32522011,49,0
2267.32524991,49,0
2272.32524991,50,0
2273.32524991,50,0
2279.32524991,50,0
2285.32522011,50,0
2290.32524991,50,0
2295.32524991,50,0
2303.32524991,49,0
2305.32524991,49,0
2313.32524991,49,0
2316.32524991,49,0
2326.32524991,49,0
2331.32524991,49,0
2332.32524991,49,0
2341.32524991,49,0
2344.32524991,50,0
2348.32524991,50,0
2355.32524991,49,0
2358.32524991,49,0
2364.32524991,49,0
2369.32524991,49,0
2375.32524991,49,0
2381.32522011,49,0
2389.32524991,49,0
2392.32522011,49,0
2400.32524991,49,0
2405.32524991,50,0
2409.32524991,49,0
2411.32524991,49,0
2417.32524991,50,0
2422.32522011,49,0
2429.32524991,49,0
2432.32524991,50,0
2437.32524991,50,0
2446.32524991,50,0
2447.32522011,50,0
2456.32524991,49,0
2461.32524991,49,0
2464.32524991,49,0
2467.32524991,49,0
2477.32524991,47,0
2480.32522011,48,0
2483.32522011,48,0
2488.32524991,49,0
2498.32524991,49,0
2502.32524991,50,0
2504.32524991,50,0
2509.32522011,49,0
2516.32524991,49,0
2519.32524991,49,0
2526.32522011,49,0
2530.32524991,48,0
2535.32522011,49,0
2540.32522011,49,0
2549.32524991,49,0
2551.32524991,49,0
2555.32522011,48,0
2564.32524991,48,0
2569.32524991,48,0
2570.32524991,48,0
2575.32524991,48,0
2580.32524991,48,0
2585.32522011,48,0
2594.32524991,48,0
2598.32522011,49,0
2600.32524991,49,0
2605.32522011,48,0
2610.32524991,48,0
2616.32524991,49,0
2624.32522011,49,0
2629.32524991,48,0
2631.32524991,48,0
2640.32524991,48,0
2644.32524991,48,0
2646.32522011,49,0
2655.32524991,49,0
